prob,error,minimum,feval,niter,convergence
cubic_-5.0_5.0_-0.5_-2.5_950_66.csv,9.385231480862899e-11,4.141920163164098e-18,6.0,6,true
cubic_5.0_5.0_-6.5_6.0_950_171.csv,6.134278240921276e-8,6.948751250720974e-14,17.0,17,true
cubic_-5.0_5.5_6.5_3.5_500_110.csv,9.974508330401477e-9,2.7564615202600597e-14,15.0,15,true
cubic_5.0_-6.5_-8.0_1.5_550_94.csv,2.4195090375656036e-11,1.1552966590757657e-19,9.0,9,true
cubic_5.0_7.5_-9.0_-3.5_850_76.csv,2.5851321083791845e-11,3.4224634777315754e-19,7.0,7,true
cubic_-5.0_-8.0_2.5_-7.5_650_98.csv,2.023644496418342e-8,6.920592027583619e-14,12.0,12,true
cubic_-5.0_8.0_5.0_-3.5_350_18.csv,9.051531453252437e-7,5.940715964017322e-11,5.0,5,true
cubic_-5.0_8.0_-9.0_3.5_250_45.csv,2.0336601291859324e-8,3.559439639654415e-14,7.0,7,true
cubic_-5.0_9.0_-3.5_-8.5_750_158.csv,1.2011902583708434e-9,4.05588239598334e-16,11.0,11,true
cubic_5.0_9.5_2.5_0.5_850_212.csv,1.7640732874468767e-8,9.829428515889487e-14,14.0,14,true
cubic_-5.5_0.0_6.0_10.0_800_112.csv,8.968648046447925e-11,4.626273589340902e-18,8.0,8,true
cubic_-5.5_-10.0_-6.5_-0.5_800_64.csv,1.940686278345538e-8,6.482195164245562e-15,8.0,8,true
cubic_-5.5_-1.0_-4.5_7.0_300_75.csv,2.5277979798232764e-7,8.97488132901466e-12,10.0,10,true
cubic_5.5_-2.5_2.5_-6.0_300_36.csv,5.457723162294315e-10,3.434743441700154e-17,7.0,7,true
cubic_5.5_3.5_-10.0_-5.0_100_7.csv,4.296213518273362e-8,7.547183841017238e-14,6.0,6,true
cubic_5.5_5.5_-5.5_-3.0_750_112.csv,6.819143454350751e-6,7.066795894131932e-10,10.0,10,true
cubic_-5.5_-7.0_-1.0_-6.0_200_20.csv,7.700420351187591,199.29148292824758,10.0,10,true
cubic_5.5_-8.5_-5.0_9.0_350_35.csv,7.664387702277509e-8,9.082379943632648e-13,6.0,6,true
cubic_5.5_8.5_-6.0_-6.0_200_40.csv,4.635586812185011e-7,1.5671355843554733e-11,10.0,10,true
cubic_6.0_-0.5_-5.0_-1.5_800_176.csv,7.460367158722787,8157.2964728981715,7.0,7,true
cubic_6.0_-10.0_-7.5_-3.0_650_136.csv,6.7169938349735965,6149.085236583468,11.0,11,true
cubic_-6.0_-1.0_-10.0_-5.5_200_34.csv,8.305685702918026,4584.420700325005,9.0,9,true
cubic_6.0_-1.0_9.5_3.5_200_42.csv,7.651856987194382,147.3465542746268,7.0,7,true
cubic_-6.0_-1.5_2.0_-8.5_750_68.csv,6.049823313240274,384.9413169998104,5.0,5,true
cubic_-6.0_-3.0_8.5_-4.0_650_78.csv,2.3068489518607294e-7,1.570876986358374e-11,6.0,6,true
cubic_6.0_3.5_1.5_2.0_600_78.csv,2.6892310600601377e-10,3.0893249501123034e-17,7.0,7,true
cubic_6.0_4.5_-10.0_-5.0_900_144.csv,1.8874983975791793e-7,1.9357403935101127e-11,6.0,6,true
cubic_-6.0_4.5_6.5_3.5_150_33.csv,5.930281863769673,1197.2058358346933,7.0,7,true
cubic_-6.0_-4.5_-7.5_-6.5_500_120.csv,8.728218148235101e-11,1.9312483350029435e-18,12.0,12,true
cubic_6.0_5.0_-5.5_-9.5_800_136.csv,1.0556425689145499e-7,1.741850732755619e-13,13.0,13,true
cubic_6.0_-7.0_0.5_-8.0_800_112.csv,6.684464093353881e-11,3.961665598481026e-18,7.0,7,true
cubic_-6.0_-8.0_-9.0_-3.0_300_18.csv,2.534933596365363e-9,1.2764737483263453e-15,6.0,6,true
cubic_-6.0_9.0_10.0_5.0_1000_190.csv,3.156507322188418e-8,3.6832815902905726e-13,9.0,9,true
cubic_6.0_9.5_0.5_5.0_600_90.csv,1.8784085398237949e-10,8.001829297360012e-18,8.0,8,true
cubic_-6.5_1.0_3.5_1.5_800_96.csv,2.6218494042495877e-10,4.3672538973387365e-17,7.0,7,true
cubic_-6.5_-3.0_1.5_2.0_900_117.csv,6.5431633178785775,435.3086526061056,5.0,5,true
cubic_-6.5_-3.0_-1.5_-5.0_350_77.csv,5.787592627370941e-12,4.88682606361302e-21,12.0,12,true
cubic_6.5_-6.0_1.5_6.5_150_15.csv,1.899149904005526e-8,3.6676070848376316e-14,6.0,6,true
cubic_6.5_-6.5_-8.0_8.0_500_25.csv,2.755169701273985e-7,9.010215953084408e-12,5.0,5,true
cubic_-6.5_7.0_7.5_7.5_850_94.csv,2.2570834090629432e-10,1.7216098158740887e-17,7.0,7,true
cubic_-6.5_8.0_-9.5_7.0_750_60.csv,1.0603429245747975e-10,1.8281248045756995e-18,8.0,8,true
cubic_-6.5_-9.0_-0.5_3.0_1000_130.csv,2.3583912600599888e-11,1.1039393740430514e-19,9.0,9,true
cubic_6.5_-9.5_10.0_-6.5_350_35.csv,5.397336799717323e-9,4.0858098436224485e-15,7.0,7,true
cubic_-7.0_1.0_0.5_-5.5_400_52.csv,3.5445782742282717e-7,1.0518423629044566e-11,11.0,11,true
cubic_-7.0_-2.0_3.5_-8.0_250_15.csv,4.118884007198176e-7,2.531423374807514e-11,5.0,5,true
cubic_-7.0_2.5_-9.5_6.5_600_132.csv,1.375788372115494e-11,3.893719921570927e-20,10.0,10,true
cubic_7.0_-4.0_4.5_5.0_200_20.csv,1.3236576110742249e-6,7.634342129335104e-12,8.0,8,true
cubic_7.0_4.5_-3.5_-9.5_350_32.csv,1.7947666020035058e-8,6.788691764032117e-14,6.0,6,true
cubic_-7.0_6.0_6.0_1.0_500_45.csv,1.7860316559037415e-9,6.675740246850621e-16,6.0,6,true
cubic_-7.0_-7.0_-6.5_0.5_750_142.csv,8.899462084991793,993.6307932435935,10.0,10,true
cubic_7.0_7.0_7.5_2.0_1000_140.csv,7.120513068059608e-10,2.0100814065233317e-16,11.0,11,true
cubic_-7.0_8.5_10.0_6.0_750_68.csv,8.249312344332793e-11,2.5927841023626703e-18,6.0,6,true
cubic_7.0_9.0_8.0_-1.5_650_136.csv,4.4235370921796857e-10,4.6764978497074786e-17,8.0,8,true
cubic_7.0_-9.0_-8.5_-1.0_200_34.csv,8.355418345555792,4204.023375438764,5.0,5,true
cubic_-7.0_9.5_-7.5_-5.5_150_8.csv,4.372046869880192,62.28119906136868,7.0,7,true
